game_id,canonical_id,source_entry_index,Name,Vehicle Name,ShortVehicleName,XLASTID,VehicleManufacturer,VehicleModel,Vehicle Render Model,Driver Character,Vehicle Physics Model,Cockpit properties,Vehicle Properties,Vehicle Year,Shadow Width,Shadow Length,Shadow Offset Right,Shadow Offset Forward,Shadow Texture,Grid Grouping,Vehicle Class,Vehicle Group,Vehicle Shape,Engine Placement,Number of Exhausts,Exhaust Position 1,Exhaust Target Position 1,Exhaust Smoke Amount Multiplier,Number of Engine Heat,Engine Heat Position 1,Blown Engine Smoke Position,Vehicle Description,AI ONLY,Vehicle Initial Performance Index,Body Upgrades,Cockpit Upgrades,Tire Upgrades,Brake Upgrades,Tier,Price,Region,Country,Paint Shop Data,Min Front Wheel Diameter,Max Front Wheel Diameter,Min Rear Wheel Diameter,Max Rear Wheel Diameter,Max GUI Wheel Angle,PULC Package ID 360,PULC Package ID PS3,Client Vehicle Version,Vehicle Garage Rotation,Left Mirror Pos,Right Mirror Pos,AABBMin,AABBMax,User Overrides Base Helmet,User Overrides Base Outfit,Exhaust Backfire Mesh Cross-Section Scale,Exhaust Backfire Mesh Length Scale,Shadow Offset Up,Exhaust Position 2,Exhaust Target Position 2,PLAYER ONLY,DLC ID,PitSpeedLimit_HighKPH,Is Open Wheeler,LCD Mirror Pos,Scratch Texture,Safety Car Driver Name,Center Mirror Pos,Spawn In Pit,Exhaust Smoke Type,Vehicle Variant Oval,Vehicle Variant Short Oval,Vehicle Variant Speedway,Vehicle Variant Super Speedway,Blown Engine Smoke Scale,Exhaust Position 3,Exhaust Position 4,Exhaust Target Position 3,Exhaust Target Position 4,Livery DLC ID 1,Livery DLC Name 1,Livery DLC ID 2,Livery DLC Name 2,Vehicle Variant Short Track,Vehicle Physics Model Oval,Vehicle Physics Model Short Oval,Vehicle Physics Model Speedway,Vehicle Physics Model Super Speedway,Always Hide Helmet,Vehicle Physics Model Short Track,Exhaust Backfire Visual Effect Type,Manufacturer Liveries Category,CrewPropsCategory,IMSA Cockpit properties,Drafting Contrail Min Speed,Drafting Contrail Max Speed,Drafting Contrail Min Temperature,Drafting Contrail Max Temperature,Drafting Contrail Min Humidity,Drafting Contrail Disable When DRS Opened,Vehicle Variant High Downforce Track,Use Flat Shadow,F1DRSForbiddenLaps,Vertical Exhaust,Livery DLC ID 3,Livery DLC Name 3,Livery DLC ID 4,Livery DLC Name 4,Livery DLC ID 5,Livery DLC Name 5,Livery DLC ID 6,Livery DLC Name 6,Livery DLC ID 7,Livery DLC Name 7,Livery DLC ID 8,Livery DLC Name 8,Livery DLC ID 9,Livery DLC Name 9,Livery DLC ID 10,Livery DLC Name 10,Vehicle Name DLC Override DLC ID,Vehicle Name DLC Override,ShortVehicleName DLC Override,VehicleManufacturer DLC Override,has_headlights,headlights_source,downforce_variant,meta_class,discipline
BMW_M4_GT4-144,BMW_M4_GT4-144-gt4,367,BMW_M4_GT4,BMW M4 GT4,BMW M4 GT4,144,BMW,BMW M4 GT4,BMW_M4_GT4.vhf,BMW_M4_GT4,BMW_M4_GT4,BMW_M4_GT4_Cockpit.bin,BMW_M4_GT4,2019,5.0,7.0,0,0,BMW_M4_GT4_ambsh.dds,12,GT4,GT4,GT,Front,4,0.369;0.278;2.338,0.369;0.278;2.638,0.4,1,0;0.910;-1.430,0;0.910;-1.430,,false,107,,,,,5,373000,EU,Germany,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.900;0.982;-0.443,-0.900;0.982;-0.443,-1.5;-0.0;-4.0,1.55;1.55;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,2.25,2.75,,0.260;0.275;2.338,0.260;0.275;2.638,false,,,,,,,0.0;1.125;-0.183,,,,,,,,-0.260;0.275;2.338,-0.369;0.278;2.338,-0.260;0.275;2.638,-0.369;0.278;2.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GT4,GT
Dodge_Viper_GTS_R_LD-417,Dodge_Viper_GTS_R_LD-417-gt1,495,Dodge_Viper_GTS_R_LD,Dodge Viper GTS-R - Low Downforce,Dodge Viper GTS-R,417,Dodge,Viper GTS R,Dodge_Viper_GTS_R_LD.vhf,Dodge_Viper_GTS_R,Dodge_Viper_GTS_R_LD,Dodge_Viper_GTS_R_Cockpit.bin,Dodge_Viper_GTS_R,2005,5.0,7.0,0,0,Dodge_Viper_GTS_R_ambsh.dds,9,GT1_05_LD,GT1,GT,Mid-Front,2,0.937;0.168;0.161,1.238;0.179;0.232,0.4,1,0.0;0.635;-0.807,0.0;0.635;-0.807,,true,107,,,,,5,373000,NA,USA,N/A,,,,,,,,1,0.0;3.141592653589;0.0,0.895;0.798;0.155,-0.895;0.798;0.155,-1.003;-0.015;-2.335,1.003;1.245;2.368,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,-0.937;0.168;0.161,-1.238;0.179;0.232,false,,,,,,SafetyBMWM3Driver,0.01;0.953;0.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,GT1,Endurance
BMW_M1-5,BMW_M1-5-m1procar,360,BMW_M1,BMW M1 Procar,BMW M1 Procar,5,BMW,M1 Procar,BMW_M1.vhf,BMW_M1,BMW_M1,BMW_M1_Cockpit.bin,BMW_M1,1981,5.0,7.0,0,0,BMW_M1_ambsh.dds,9,Procar,Silhouette-GT,GT,Mid-Rear,1,-0.191;0.249;2.01,-0.191;0.249;2.12,0.4,1,0;0.75;1.25,0;0.7;1.0,,false,107,,,,,5,373000,EU,Germany,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.8561;0.7929;-0.5141,-0.8561;0.7929;-0.5141,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GTC_USER_OVERRIDE,outfit_DRIVER_GTC_USER_OVERRIDE,2.125,2.5,,,,false,,100.0,,,,SafetyPorsche74Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,M1 PROCAR,Touring
Lola_B0540_LMP2_Turbo_LD-424,Lola_B0540_LMP2_Turbo_LD-424-p2,687,Lola_B0540_LMP2_Turbo_LD,Lola B05/40 Turbo - Low Downforce,Lola B05/40 Turbo,424,Lola,B0540 LMP2,Lola_B0540_LMP2_Turbo_LD.vhf,Lola_B0540_LMP2_Turbo,Lola_B0540_LMP2_Turbo_LD,Lola_B0540_LMP2_Turbo_Cockpit.bin,Lola_B0540_LMP2_Turbo,2005,5.0,7.0,0,0,Lola_B0540_LMP2_Turbo_ambsh.dds,8,LMP2_05_LD,LM,Prototype,Mid-Rear,1,0.303;0.560;1.464,0.245;0.560;1.764,0.4,1,0;0.510;0.655,0;0.510;0.655,,true,107,,,,,5,373000,EU,Germany,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.866;0.782;-0.795,-0.866;0.782;-0.795,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,,,false,,,,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,P2,Endurance
Gillet_Vertigo_Streiff_GT2_LD-543,Gillet_Vertigo_Streiff_GT2_LD-543-gt1,645,Gillet_Vertigo_Streiff_GT2_LD,Gillet Vertigo Streiff - Low Downforce,Gillet Vertigo,543,Gillet,Gillet GT2,Gillet_Vertigo_Streiff_GT2.vhf,Gillet_Vertigo_Streiff_GT2,Gillet_Vertigo_Streiff_GT2_LD,Gillet_Vertigo_Streiff_GT2_Cockpit.bin,Gillet_Vertigo_Streiff_GT2,2005,5.0,7.0,0,0,Gillet_Vertigo_Streiff_GT2_ambsh.dds,11,GTR_04_LD,GT2,GT,Mid-Front,2,0.548;0.169;1.702,0.581;0.236;2.002,0.4,1,0;0.601;-0.812,0;0.601;-0.812,,true,107,,,,,5,373000,EU,Belgium,N/A,,,,,,,,1,0.0;3.141592653589;0.0,0.884;0.757;0.237,-0.884;0.757;0.237,-1.003;-0.015;-2.335,1.003;1.245;2.368,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,-0.548;0.169;1.702,-0.581;0.236;2.002,false,,,,,,SafetyBMWM3Driver,0.0;1.122;-0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,GT1,Endurance
Ultima_GTR_Race-103,Ultima_GTR_Race-103-gt3,870,Ultima GTR Race,Ultima GTR Race,Ultima GTR,103,Ultima,Ultima GTR,Ultima_Race.vhf,Ultima_Race,Ultima_Race,Ultima_Race_Cockpit.bin,Ultima_Race,2012,5.00,7.00,0,0,Ultima_Race_ambsh.dds,10,GTOpen,GTOpen,GT,Mid-Rear,2,0.295;0.58;1.913,0.263;0.558;2.126,0.04,1,0;0.908;1.2,0;0.908;1.2,,false,129,,,,,5,120000,SA,Brazil,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.732;0.913;-1.141,-0.732;0.913;-1.141,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,2.125,2.5,,-0.295;0.58;1.913,-0.263;0.558;2.126,,,,,,,,-0.046;0.755;-0.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GT3,GT
Cadillac_DPi-VR-145,Cadillac_DPi-VR-145-dpi,378,Cadillac_DPi-VR,Cadillac DPi-VR,Cadillac DPi-VR,145,Cadillac,Cadillac DPi-VR,Cadillac_DPi-VR.vhf,Cadillac_DPi-VR,Cadillac_DPi-VR,Cadillac_DPi-VR_Cockpit.bin,Cadillac_DPi-VR,2020,5.0,7.7,0,0,Cadillac_DPi-VR_ambsh.dds,8,DPI,P1,Prototype,Mid-Rear,2,0.342;0.481;1.251,0.342;0.481;1.551,0.4,1,0;0.8;-1.50,0;0.8;-1.50,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.856;0.811;-0.738,-0.856;0.811;-0.738,-1.5;-0.0;-4.2,1.5;1.6;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,-0.342;0.481;1.251,-0.342;0.481;1.551,,racinusapt1pack,,,-0.007;0.874;-0.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,DPi,Endurance
Ginetta_G58-47,Ginetta_G58-47-p1,651,Ginetta_G58,Ginetta G58,Ginetta G58,47,Ginetta,G58,Ginetta_G57.vhf,Ginetta_G57,Ginetta_G57,Ginetta_G57_Cockpit.bin,Ginetta_G57,2016,5.0,7.7,0,0,Ginetta_G57_ambshadow.dds,7,P1,P1,Prototype,Mid-Rear,4,0.931;0.223;0.795,0.999;0.223;0.801,0.4,1,0;0.30;2.03,0;0.30;2.03,,false,129,,,,,5,120000,EU,England,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.8447;0.8453;-0.6826,-0.8447;0.8453;-0.6826,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,1.20,1.20,0.025,-0.931;0.223;0.795,-0.999;0.223;0.801,,,,,,,,,,,,,,,,0.931;0.223;0.895,-0.931;0.223;0.895,0.999;0.223;0.901,-0.999;0.223;0.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,P1,Endurance
Ligier_JS2_R-365,Ligier_JS2_R-365-gtclassics,683,Ligier_JS2_R,Ligier JS2 R,Ligier JS2 R,365,Ligier,Vantage GT4,Ligier_JS2_R.vhf,Ligier_JS2_R,Ligier_JS2_R,Ligier_JS2_R_Cockpit.bin,Ligier_JS2_R,2023,5.0,7.0,0,0,Ligier_JS2_R_ambsh.dds,12,LES_2025,GT4,GT,Mid-Rear,2,0.398;0.414;2.014,0.398;0.414;2.314,0.4,1,0;0.821;0.984,0;0.821;0.984,,false,390,,,,,5,307000,EU,France,N/A,18,18,18,18,15,,,1,0.0;3.141592653589;0.0,0.892;0.865;-0.462,-0.892;0.865;-0.462,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,1.00,1.00,,-0.398;0.414;2.014,-0.398;0.414;2.314,false,endurancept3pack,,,0.000;0.781;-0.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GT Classics,Vintage
Porsche_991_GT3R_24h-127,Porsche_991_GT3R_24h-127-gtclassics,805,Porsche_991_GT3R_24h,Porsche 911 GT3 Cup,911 GT3 Cup,127,Porsche,911 GT3 R Endurance,Porsche_991_GT3R_24h.vhf,Porsche_991_GT3R_24h,Porsche_991_GT3R_24h,Porsche_991_GT3R_24h_Cockpit.bin,Porsche_991_GT3R_24h,2016,5.0,7.0,0,0,Porsche_991_GT3R_ambsh.dds,13,GTCupN,GT3,GT,Rear,2,0.054;0.250;2.233,0.054;0.260;2.325,0.4,1,0;0.44;2.10,0;0.44;2.10,,false,107,,,,,5,373000,EU,Germany,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.8999;0.8637;-0.2678,-0.8993;0.8637;-0.2661,-1.5;-0.0;-4.0,1.5;1.5;4.0,,,2.00,1.50,,-0.054;0.250;2.233,-0.054;0.260;2.325,false,,,,,,,0.0032;1.0642;-0.2087,,,,,,,,,,,,porschepack,Oscaro eSports by SDL #27,porschepack,Oscaro eSports by SDL #28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GT Classics,Vintage
Mini_CooperS_1965_B-210,Mini_CooperS_1965_B-210-copaclassicclassb,767,Mini_CooperS_1965_B,MINI Cooper S 1965 B,MINI Cooper,210,MINI,MINI Cooper S,Mini_CooperS_1965_B.vhf,Mini_CooperS_1965_B,Mini_CooperS_1965_B,Mini_CooperS_1965_B_Cockpit.bin,Mini_CooperS_1965_B,1965,5.0,7.0,0,0,Mini_CooperS_1965_ambsh.dds,28,CopaClassicB,GT,GT,Front,1,0.0;0.251;1.456,0.0;0.332;1.715,0.04,1,0;0.760;-1.055,0;0.760;-1.055,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.677;0.865;-0.444,-0.677;0.865;-0.444,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Club_USER_OVERRIDE,outfit_GT_Club_USER_OVERRIDE,2.00,1.50,,,,,,100.0,,,,,-0.001;1.047;-0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Copa Classic (Class: B),Club
Nissan_R390_GT1_LD-267,Nissan_R390_GT1_LD-267-gt1,775,Nissan_R390_GT1_LD,Nissan R390 GT1 - Low Downforce,Nissan R390,267,Nissan,R390 GT1,Nissan_R390_GT1_LD.vhf,Nissan_R390_GT1,Nissan_R390_GT1_LD,Nissan_R390_GT1_Cockpit.bin,Nissan_R390_GT1_LD,1998,5.0,7.7,0,0,Nissan_R390_GT1_ambsh.dds,8,GT1_LD,Prototype,GT,Mid-Rear,2,1.031;0.129;0.93,1.125;0.129;0.949,0.6,1,0;0.6;1.20,0;0.5;2.10,,true,129,,,,,5,120000,AS,Japan,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.7817;0.8165;-0.6426,-0.7817;0.8165;-0.6426,-1.5;-0.0;-4.0,1.5;1.6;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,1.8,2,,-1.031;0.129;0.93,-1.125;0.129;0.949,,,,,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,GT1,Endurance
Maserati_MC12_GT1_LD-415,Maserati_MC12_GT1_LD-415-gt1,699,Maserati_MC12_GT1_LD,Maserati MC12 GT1 - Low Downforce,Maserati MC12 GT1,415,Maserati,MC12 GT1,Maserati_MC12_GT1_LD.vhf,Maserati_MC12_GT1,Maserati_MC12_GT1_LD,Maserati_MC12_GT1_Cockpit.bin,Maserati_MC12_GT1,2005,5.0,7.0,0,0,Maserati_MC12_GT1_ambsh.dds,9,GT1_05_LD,GT1,GT,Mid-Rear,2,0.265;0.305;2.626,0.265;0.311;2.728,0.1,1,0;0.706;-1.179,0;0.706;-1.179,,true,107,,,,,5,373000,EU,USA,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.924;0.826;0.100,-0.924;0.826;0.100,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,-0.265;0.305;2.626,-0.265;0.311;2.728,false,,,,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,GT1,Endurance
Ford_Mustang_GT3-407,Ford_Mustang_GT3-407-gt3,499,Ford_Mustang_GT3,Ford Mustang GT3,Ford Mustang GT3,407,Ford,Ford Mustang GT3,Ford_Mustang_GT3.vhf,Ford_Mustang_GT3,Ford_Mustang_GT3,Ford_Mustang_GT3_Cockpit.bin,Ford_Mustang_GT3,2025,5.0,7.0,0,0,Ford_Mustang_GT3_ambsh.dds,10,GT3_Gen2,GT3,GT,Mid-Front,2,0.982;0.153;0.537,1.277;0.173;0.722,0.4,1,0;0.732;-1.357,0;0.732;-1.357,,false,107,,,,,5,373000,NA,USA,N/A,,,,,,,,1,0.0;3.141592653589;0.0,0.886;0.944;-0.228,-886;0.944;-0.228,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.25,2.75,,-0.982;0.153;0.537,-1.277;0.173;0.722,false,,,,0.110;0.854;-0.295,,,-0.013;1.078;0.018,,,Ford_Mustang_GT3_LD,Ford_Mustang_GT3_LD,Ford_Mustang_GT3_LD,Ford_Mustang_GT3_LD,,,,,,,,,,Ford_Mustang_GT3_LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GT3,GT
McLaren_Senna-180,McLaren_Senna-180-streetcarsb,740,McLaren_Senna,McLaren Senna,McLaren Senna,180,McLaren,McLaren Senna,McLaren_Senna.vhf,McLaren_Senna,McLaren_Senna,McLaren_Senna_Cockpit.bin,McLaren_Senna,2018,5.0,7.0,0,0,McLaren_Senna_ambsh.dds,10,Hypercars,GT,GT,Mid-Rear,3,0.048;0.729;1.768,0.048;0.898;2.069,0.4,1,0;0.845;0.883,0;0.845;0.883,,false,107,,,,,5,373000,EU,England,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.981;0.842;-0.945,-0.981;0.842;-0.945,-1.5;-0.0;-3.375,1.5;1.5;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,1.2,1.2,,-0.048;0.729;1.768,-0.048;0.898;2.069,false,supercarspt1pack,,,,,,0.0;1.006;-0.745,,,,,,,,0.0;0.690;1.878,,0.0;0.896;2.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Street Cars B,Special
Ginetta_G58_Gen2-292,Ginetta_G58_Gen2-292-p1,652,Ginetta_G58_Gen2,Ginetta G58 Gen2,Ginetta G58,292,Ginetta,G58,Ginetta_G57.vhf,Ginetta_G57,Ginetta_G57_Gen2,Ginetta_G57_Cockpit.bin,Ginetta_G57_Gen2,2016,5.0,7.7,0,0,Ginetta_G57_ambshadow.dds,7,P1Gen2,P1,Prototype,Mid-Rear,4,0.931;0.223;0.795,0.999;0.223;0.801,0.4,1,0;0.30;2.03,0;0.30;2.03,,false,129,,,,,5,120000,EU,England,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.8447;0.8453;-0.6826,-0.8447;0.8453;-0.6826,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,1.20,1.20,0.025,-0.931;0.223;0.795,-0.999;0.223;0.801,,,,,,,,,,,,,,,,0.931;0.223;0.895,-0.931;0.223;0.895,0.999;0.223;0.901,-0.999;0.223;0.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,P1,Endurance
Opala_OldStock-84,Opala_OldStock-84-oldstockrace79,780,Opala_OldStock,Chevrolet Opala Old Stock Race,Opala Old Stock,84,Chevrolet,Opala,Opala_OldStock.vhf,Opala_OldStock,Opala_OldStock,Opala_OldStock_Cockpit.bin,Opala_OldStock,1981,5.0,7.0,0,0,Opala_OldStock_ambsh.dds,27,OldStock,GT,GT,Front,1,0.519;0.340;2.296,0.519;0.282;2.496,0.1,1,0;0.845;-1.615,0;0.845;-1.615,,false,107,,,,,5,1,SA,Brazil,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.880;0.977;-0.333,-0.880;0.977;-0.333,-1.5;-0.0;-4.0,1.5;1.55;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,2.125,2.5,,,,false,,,,,,,0.042;1.214;-0.267,,,,,,,,,,,,,,,,,Opala_OldStock_SW,Opala_OldStock_SO,Opala_OldStock_SW,Opala_OldStock_SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Old Stock Race 79,Touring
Pas_HotCars-87,Pas_HotCars-87-gtclassics,789,Pas_HotCars,Passat Hot Cars,Passat,87,VW,Pas HotCars,Pas_HotCars.vhf,Pas_HotCars,Pas_HotCars,Pas_HotCars_Cockpit.bin,Pas_HotCars,2019,5.0,7.0,0,0,Pas_HotCars_ambsh.dds,28,Hot Cars,GT,GT,Front,1,0.418;0.236;1.533,0.418;0.141;1.789,0.04,1,0;0.658;-1.319,0;0.658;-1.319,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.804;0.844;-0.523,-0.804;0.844;-0.523,-1.5;-0.0;-4.0,1.5;1.5;4.0,DRIVER_80_USER_OVERRIDE,outfit_DRIVER_80_USER_OVERRIDE,2.00,1.50,,,,,,100.0,,,,SafetyPumaGTB,0.008;1.047;-0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GT Classics,Vintage
Super_Trophy_Truck-383,Super_Trophy_Truck-383-sprintrace,862,Super_Trophy_Truck,Super Trophy Trucks,STT,383,Chevrolet,Super_Trophy_Truck,Super_Trophy_Truck.vhf,Super_Trophy_Truck,Super_Trophy_Truck,Super_Trophy_Truck_Cockpit.bin,Super_Trophy_Truck,2019,5.00,7.00,0,0,Super_Trophy_Truck_ambsh.dds,23,STT,Openwheel,OpenWheel,Mid-Front,1,-0.771;0.487;0.582,-1.071;0.487;0.582,0.9,1,0;0.875;-1.026,0;0.875;-1.026,,false,129,,,,,5,120000,EU,UK,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.672;0.783;-0.389,-0.672;0.783;-0.389,-1.0000;0.0;-3.0,1.1912;1.65;3.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,,,,,,,adrenalinept2pack,,,,,SafetyTrophyTruck,0.0000;0.990;0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Sprint Race,Special
Dallara_SP1_LD-422,Dallara_SP1_LD-422-p1,492,Dallara_SP1_LD,Dallara SP1 - Low Downforce,Dallara SP1,422,Dallara,Dallara SP1,Dallara_SP1.vhf,Dallara_SP1,Dallara_SP1_LD,Dallara_SP1_Cockpit.bin,Dallara_SP1,2005,5.0,7.0,0,0,Dallara_SP1_ambsh.dds,7,LMP1_05_LD,LM,Prototype,Mid-Rear,2,0.523;0.116;2.658,0.523;0.116;2.658,0.4,1,0;0.600;0.615,0;0.600;0.615,,true,107,,,,,5,373000,EU,Germany,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.534;0.808;-0.794,-0.540;0.812;-0.679,-0.999;-0.0;-2.361,0.999;1.22;2.233,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,-0.523;0.116;2.658,-0.523;0.116;2.658,false,,,,,,SafetyBMWM3Driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,P1,Endurance
Gol_HotCars-50,Gol_HotCars-50-gtclassics,656,Gol_HotCars,Gol Hot Cars,Gol,50,Reiza,Gol HotCars,Gol_HotCars.vhf,Gol_HotCars,Gol_HotCars,Gol_HotCars_Cockpit.bin,Gol_HotCars,2019,5.0,7.0,0,0,Gol_HotCars_ambsh.dds,28,Hot Cars,GT,GT,Front,1,0.418;0.236;1.533,0.418;0.141;1.789,0.04,1,0;0.658;-1.319,0;0.658;-1.319,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.804;0.844;-0.523,-0.804;0.844;-0.523,-1.5;-0.0;-4.0,1.5;1.5;4.0,DRIVER_80_USER_OVERRIDE,outfit_DRIVER_80_USER_OVERRIDE,2.00,1.50,,,,,,100.0,,,,SafetyPumaGTB,0.008;1.047;-0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,GT Classics,Vintage
Porsche_911_GTE_LD-333,Porsche_911_GTE_LD-333-gte,793,Porsche_911_GTE_LD,Porsche 911 RSR GTE - Low Downforce,Porsche 911 RSR,333,Porsche,911 GTE,Porsche_911_GTE.vhf,Porsche_911_GTE,Porsche_911_GTE_LD,Porsche_911_GTE_Cockpit.bin,Porsche_911_GTE,2020,5.0,7.0,0,0,Porsche_911_GTE_ambsh.dds,9,GTE_LD,GTE,GT,Mid-Rear,2,1.017;0.186;0.906,1.266;0.351;1.113,0.1,1,0;0.44;2.10,0;0.44;2.10,,true,107,,,,,5,373000,EU,Germany,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.932;0.865;-0.233,-0.932;0.865;-0.233,-1.5;-0.0;-4.15,1.5;1.5;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,2.00,1.50,,-1.017;0.186;0.906,-1.266;0.351;1.113,false,racinusapt1pack,,,-0.182;0.762;-0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,GTE,Endurance
