game_id,source_entry_index,Name,TrackName,ShortTrackName,XLASTID,ScenegraphFile,Year,Length,Location,Country,TrackGradeFilter,Track Type,GroundCoverFolder,InstTexturePakFilename,Allowed Weather,Allowed TimeOfDay,TimeOfDay Group,PreRace Allowed (true/false),Environment File,Environment Time,Dusk Race,Dusk File,Dusk Time,Event Types,Setup group,Sun Angle(DEG),Track Surface,Track Group,Track Description,LeaderboardID,Max AI participants,Class,DirtSkidmarksOverride,DrySkidmarksOverride,GrassSkidmarksOverride,GravelSkidmarksOverride,SandSkidmarksOverride,GravelParticlesOverride,GrassParticlesOverride,LeafParticlesOverride,Uses Reflection Flag,Track_Location,Track_Variation,AIW Override,Rolling Start Allowed,ZoneName,AI drift score min,AI drift score max,Client Track Version,Order Override,Track_Longitude,Track_Latitude,Track_Altitude,Track_TimeZone,Number Of Turns,Track_Rotation_Offset,Race_Date_Year,Race_Date_Month,Race_Date_Day,Track_Climate,StaticEnvMapLocation,StaticConvolveEnvMapLocation,PreRace Script name,PreRace Script length,PostRace Script name,Track Properties File,Crowd Pak Filename,Weather Weights,PitSpeedLimit_HighKPH,Rolling Start,TrackCentre,Downforce,AI Exclude Filter,AI Grip,Post race position,Post race orientation,Post race steering,Time Attack duration short,Time Attack duration medium,Time Attack duration long,CloudHorizonOffset,AutograssMaterial,AutograssDensities,AutograssHeights,ScalarAIBlueFlagDistanceMoveLane,ScalarBlueFlagMinDistBack,ScalarAILappedCarDistanceAhead,ScalarAISlowCarDistanceAhead,ScalarAISteerScalarCornerCut,ScalarAIPassComplexityCutoffMaxAggression,ScalarAIPassComplexityCutoffMinAggression,ScalarAITTCStraightOvertakeDist,ScalarAITTCStraightOvertakeTime,AIOvertakeInsideEnabled,AIDirtyAirBehaviourEnabled,ScalarAIMaxDraftHuntingDist,ScalarAIBlueFlagSpeedReductions,ScalarAIColdTyreDists,PresetFilter,MaxPuddleDepthDriven,MaxPuddleDepthRoad,MaxPuddleDepthOffroad,AIWidthScalarToReduceCorridors,AIWidthScalarToReduceCorridorsFullThrottle,AIDisableCorridorsReductionAgainstLapped,AIDisableCorridorsReductionAgainstHuman,AIScalarForFuelLaptimeLoss,AI Extra Wall Buffer,DirtParticlesOverride,DLC ID,Is Clockwise,GripBase,GripRange,Oval Type,AIPitStopEstimationTimeScalar,FogMaxDistanceScalar,trackgradefilter,CutTrackFraction,AI Pit Exit Speed Scalar,RollingStartPoleSide,IMSA,Long Overlapping Pitline,Drs Zone 1 Detection Number,Drs Zone 2 Detection Number,Drs Zone 3 Detection Number,ForceSessionMeshesVisible,display_name,display_configuration,display_category,downforce_variant
Bannochbrae1-5,55,Bannochbrae1,Bannochbrae_Road_Circuit,Bannochbrae,5,Bannochbrae1.sgx,2017,7282,Scotland,UK,,Circuit,Bannochbrae,Bannochbrae,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",Day,Bannochbrae1,true,Bannochbrae3.wdf,day,false,,,!RallyCross,Circuit,0,Tarmac,Bannochbrae,,58,19,"Race,Street",,,,,,,,,true,Bannochbrae,Road_Circuit,,true,Bannochbrae,100,200,2,1,-4.26561,55.44626,45.000,0,25,0.0,2017,4,3,Scotland,16.868; -38.006; 1.928; 1.0,16.868; -38.006; 1.928; 1.0,camera_pre_race.script,5,default_post_race.script,TrackProperties,bannochbrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bannochbrae,Road Circuit,Bannochbrae,standard
Indianapolis_Oval-44,147,Indianapolis_Oval,Indianapolis_Motor_Speedway,Indianapolis_Oval,44,Indianapolis_Oval.sgx,2017,4023,USA,US,,Oval,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",Day,Indianapolis,true,Indianapolis_Oval.wdf,day,false,,,!RallyCross,Oval,0.0,Tarmac,Indianapolis,,58,31,"Race,Street",,,,,,,,,false,Indianapolis,Oval,,true,HPOval,100,200,1,1,-86.235301,39.795354,-94.974,-5,4,0.0,2017,5,24,North_USA,247.835022; 224.051971; -575.899231; 1.0,247.835022; 224.051971; -575.899231; 1.0,camera_pre_race.script,5,default_post_race.script,TrackProperties,indianapolis,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,true,362646.000; 0.000; 185787.000,Low,DOWNFORCE:High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indianapolis,Oval,Indianapolis,low
Buenos_Aires_Circuito_7-171,74,Buenos_Aires_Circuito_7,Buenos_Aires_Circuito_7,Buenos_Aires_Circuito_7,171,buenos_aires_7.sgx,2020,2607,Argentina,AR,Grade2,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Buenos_Aries,true,Buenos_Aires.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Buenos_Aires,,01,31,"Race,Street",,,,,,,,,true,Buenos_Aires,Buenos_Aires_Circuito_7,,True,,100,200,1,3,-58.45968128814127,-34.69529620871068,10,-3,4,0,2020,2,20,south_america,-257.433; -10.095; -423.674; 1.0,-257.433; -10.095; -423.674; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,204.6755; 0.000; 179.7557; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade2,0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.50,,,False,0.950,0.0625,,,,,0.86,0.995,0,,,,,,,Buenos Aires,Circuito 7,Buenos Aires,standard
Nurb_1971_Nords-187,208,Nurb_1971_Nords,Nurb_1971_Nords,Nurb_1971_Nords,187,Nurb_1971_Nords.sgx,1971,22835,Germany,DE,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Nurb_1971,true,Nurb_1971.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Nurb_1971,,01,31,"Race,Street",,,,,,,,,true,Nurburgring_2020,Nurb_1971_Nords,,True,,100,200,1,8,6.942068,50.330838,397,1,160,0.0,1971,7,5,europe,-166.153; -12.008; -164.293; 1.0,-166.153; -12.008; -164.293; 1.0,,,default_post_race.script,TrackProperties,,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,False,1.121; 21.785; 21.808; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,0.60,1.0,1.0,1.0,0.92,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"70sG1_Historic,FormulaRetro,FormulaVintage,VTC",0.03,0.04,0.20,0.24,0.12,false,true,1.0,1.0,,nurburgringpack,true,,,,,1.27,,1.00,0.995,0,,,,,,,Nürburgring,1971 Nords,Nürburgring,standard
Barcelona_GP_2001-246,59,Barcelona_GP_2001,Barcelona_GP_2001,Barcelona_GP_2001,246,Barcelona_GP_2001.sgx,1999,4728,Spain,ES,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Barcelona,true,Barcelona.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Barcelona,,01,39,"Race,Street",,,,,,,,,true,Barcelona,Barcelona_GP_2001,,True,,100,200,1,5,2.257914,41.569424,115,1,13,0,2001,4,29,europe,-78.013; 1.766; -151.726; 1.0,-78.013; 1.766; -151.726; 1.0,,,default_post_race.script,TrackProperties,,"20,20,20,10,4,2,2,1,1,0.0,0.0,0.0,0.0,0.5,0.0",60.0,,0.0; 0.0; 0.0; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.0,1.0,0.90,1.2,1.2,1.0,1.0,true,-1,1.0,1.0,1.0,"00sG1_Historic,FormulaV10Gen2,FormulaV10Gen3,FormulaV8Gen1,ST96,EUEnduroGT2004,EUEnduroGT2005,EUEnduroLM2005,TrofeoEUSeries2005",0.03,0.04,0.20,0.25,0.125,false,true,1.0,,Brown,historicaltrackpt4pack,,0.950,0.0625,,0.95,1.17,,1.00,,,,,,,,,Barcelona,GP 2001,Barcelona,standard
Daytona_Road_Course-22,99,Daytona_Road_Course,Daytona_Road_Course,Daytona_Road_Course,22,Daytona_Circuit.sgx,2021,5729,USA,US,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Daytona,true,Daytona.wdf,day,,,,!RallyCross,Circuit,0,Tarmac,Daytona,,58,47,"Race,Street",,,,,,,,,true,Daytona,Daytona_Road_Course,,True,,100,200,1,1,-81.06807,29.18559,9.039,-5,12,130,2021,1,28,daytona,4.634; -32.864; 231.801; 1.0,4.634; -32.864; 231.801; 1.0,,,default_post_race.script,TrackProperties,daytona,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",100.0,False,0; 0; 0; 0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.2,1.0,0.92,1.2,1.2,1.0,1.0,false,-1,1.0,1.0,1.0,"IMSA,GroupC,GT1,VTC",0.03,0.04,0.20,0.24,0.06,true,true,1.0,0.60,,racinusapt1pack,false,0.948,0.065,3,,,,0.95,0.995,0,true,,,,,,Daytona,Road Course,Daytona,standard
Daytona_Nascar_Road_Course-138,100,Daytona_Nascar_Road_Course,Daytona_Nascar_Road_Course,Daytona_Nascar_Road_Course,138,Daytona_Nascar_Road.sgx,2021,5729,USA,US,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Daytona,true,Daytona.wdf,day,,,,!RallyCross,Circuit,0,Tarmac,Daytona,,58,47,"Race,Street",,,,,,,,,true,Daytona,Daytona_Nascar_Road_Course,,True,,100,200,1,2,-81.06807,29.18559,9.039,-5,15,130,2021,2,14,daytona,4.634; -32.864; 231.801; 1.0,4.634; -32.864; 231.801; 1.0,,,default_post_race.script,TrackProperties,daytona,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",100.0,False,0; 0; 0; 0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.2,1.0,0.92,1.2,1.2,1.0,1.0,false,-1,1.0,1.0,1.0,"Grade3,SUSAG1,SUSAG2,SUSAG3",0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.50,,racinusapt1pack,false,0.948,0.065,3,,,,0.90,0.995,0,,,,,,,Daytona,Nascar Road Course,Daytona,standard
Interlagos_1991-191,149,Interlagos_1991,Interlagos_1991,Interlagos_1991,191,Interlagos_1991.sgx,1991,4325,Brazil,BR,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Interlagos,true,Interlagos.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Interlagos,,01,31,"Race,Street",,,,,,,,,true,Interlagos,Interlagos_1991,,True,,100,200,1,4,-46.697890,-23.701281,750.188,-3,17,0,1991,3,24,south_america,-348.911; 5.084; 339.634; 1.0,-348.911; 5.084; 339.634; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-74.299; -10.452; -120.625; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.1,1.0,1.0,1.25,1.2,1.0,1.0,true,-1,1.0,1.0,1.0,"90sG1_Historic,FormulaHiTechGen1,FormulaClassic,GroupC,GroupA",0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.60,,historicaltrackpt2pack,false,0.9485,0.0625,,0.9,1.37,,,,,,,,,,,Interlagos,1991,Interlagos,standard
Interlagos_1993-211,150,Interlagos_1993,Interlagos_1993,Interlagos_1993,211,Interlagos_1993.sgx,1993,4325,Brazil,BR,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Interlagos,true,Interlagos.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Interlagos,,01,31,"Race,Street",,,,,,,,,true,Interlagos,Interlagos_1993,,True,,100,200,1,3,-46.697890,-23.701281,750.188,-3,17,0,1993,2,26,south_america,-348.911; 5.084; 339.634; 1.0,-348.911; 5.084; 339.634; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,,-74.299; -10.452; -120.625; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,,,,,1.0,1.0,1.1,1.0,1.0,1.25,1.2,1.0,1.0,true,-1,1.0,1.0,1.0,"90sG1_Historic,FormulaV10Gen1,FormulaV12,FormulaHiTechGen2",0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.60,,historicaltrackpt2pack,false,0.9485,0.0625,,0.9,1.37,,,,,,,,,,,Interlagos,1993,Interlagos,standard
Jacarepagua_Historic-51,158,Jacarepagua_Historic,Jacarepagua_Historic,Jacarepagua_Historic,51,Jacarepagua_Historic.sgx,1988,5003,Brazil,BR,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Jacarepagua,true,Jacarepagua.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Jacarepagua,,01,39,"Race,Street",,,,,,,,,true,Jacarepagua,Jacarepagua_Historic,,True,,100,200,1,2,-43.395634,-22.976678,30.000,-3,11,0,1988,4,3,south_america_farfog,-137.6118; 4.4969; 201.7239; 1.0,-137.6118; 5.4969; 201.7239; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,-3.771; 4.334; 105.251; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"80sG1_Historic,FormulaClassic,FormulaRetro,GroupC,GroupA",0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.50,,,false,,,,0.95,,,1.00,0.995,0,,,,,,,Jacarepagua,Historic,Jacarepagua,standard
Buenos_Aires_Circuito_8-172,75,Buenos_Aires_Circuito_8,Buenos_Aires_Circuito_8,Buenos_Aires_Circuito_8,172,buenos_aires_8.sgx,2020,3327,Argentina,AR,Grade2,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Buenos_Aries,true,Buenos_Aires.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Buenos_Aires,,01,31,"Race,Street",,,,,,,,,true,Buenos_Aires,Buenos_Aires_Circuito_8,,True,,100,200,1,4,-58.45968128814127,-34.69529620871068,10,-3,9,0,2020,2,20,south_america,-257.433; -10.095; -423.674; 1.0,-257.433; -10.095; -423.674; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,204.6755; 0.000; 179.7557; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"Grade2,Stock20",0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.50,,,False,0.950,0.0625,,,,,0.89,0.995,0,,,,,,,Buenos Aires,Circuito 8,Buenos Aires,standard
Spa_Francorchamps_2022_RX-196,268,Spa_Francorchamps_2022_RX,Spa_Francorchamps_2022_RX,Spa_Francorchamps_2022_RX,196,spa-francorchamps_2022_RX.sgx,2022,890,Belgium,BE,Rallycross,Rallycross,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Spa_Francorchamps_2022_RX,true,Spa_Francorchamps_2022_RX.wdf,day,False,,,"RallyCross,Practice,Race,TimeAttack",Circuit,0,mud,Spa_Francorchamps_2022_RX,,01,7,"Race,Street",,,,,,,,,true,SpaFrancorchamps,Spa_Francorchamps_2022_RX,,False,,100,200,1,2,5.968545,50.437062,394,1,5,0.0,2022,8,27,Europe,-144.226; 16.813; 892.421; 1.0,-182.987; 21.209; 535.13; 1.0,,,default_post_race.script,TrackProperties,,"10,16,16,16,12,8,3,2,1,1,0.5,0.5,0.5,0.5,0.0",60.0,False,240.747; 36.365; -77.703; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.1,1.0,1.0,1.2,1.2,1.0,1.0,false,-1,1.0,1.0,1.0,Rallycross,0.03,0.04,0.20,0.0,0.0,true,true,,0.60,Brown,adrenalinept1pack,true,0.940,0.04,,,,,1.00,0.995,0,,,,,,,Spa Francorchamps,2022 Rallycross,Spa Francorchamps,standard
Montreal_Historic-66,185,Montreal_Historic,Montreal_Historic,Montreal_Historic,66,MontrealHistoric.sgx,1988,4430,Canada,CA,Historic,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Montreal,true,Montreal.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Montreal,,01,39,"Race,Street",,,,,,,,,true,Montreal,Montreal_Historic,,True,,100,200,1,2,-73.526715,45.503227,13,-5,16,0.0,1988,6,12,north_usa,100.3864; -0.8128; -606.1224; 1.0,100.3864; 2.5954; -606.1224; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,-242.266; 0.000; 156.396; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"80sG1_Historic,FormulaClassic,FormulaRetro",0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.75,,,true,0.9475,0.062,,0.85,,,0.85,0.995,0,,,,,,,Montreal,Historic,Montreal,standard
Monza_2020_Junior-144,195,Monza_2020_Junior,Monza_2020_Junior,Monza_2020_Junior,144,Monza_2020_Junior.sgx,2020,2405.0,Italy,IT,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Monza,true,Monza_2020.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Monza_2020,,01,31,"Race,Street",,,,,,,,,true,Monza,Monza_2020_Junior,,True,,100,200,1,2,9.288774247136,45.621615578999,180,2,4,0.0,2020,4,16,europe,-167.962; 5.667; -22.449; 1.0,-189.047; 8.586; 58.261; 1.0,,,default_post_race.script,TrackProperties,,"10,16,16,16,12,8,3,2,1,1,0.5,0.5,0.5,0.5,0.0",60.0,False,0.0; 0.0; 0.0; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade3,0.03,0.04,0.20,0.24,0.12,false,true,0.6,0.50,,monzapack,true,0.950,0.0625,,0.9,,,0.65,0.995,1,,,,,,,Monza,2020 Junior,Monza,standard
Spielberg_Short-91,276,Spielberg_Short,Spielberg_Short,Spielberg_Short,91,Spielberg_Short.sgx,2020,2330,Austria,AT,Grade3,Circuit,,International_adv,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Spielberg_Short,true,Spielberg_Short.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Spielberg,,01,31,"Race,Street",,,,,,,,,true,Spielberg,Spielberg_Short,,True,,100,200,1,2,14.453179,47.130660,660.000,1,6,0,2020,7,5,europe,-278.179; 3.273; 176.074; 1.0,316.063; 0.065; 82.745; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,-235.493; 562.717; 562.717; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,Grade3,0.03,0.04,0.20,0.24,0.0,true,true,1.0,0.50,,,true,0.950,0.0625,,,2.67,,0.75,0.995,0,,,,,,,Spielberg,Short,Spielberg,standard
Buenos_Aires_Circuito_9-997,76,Buenos_Aires_Circuito_9,Buenos_Aires_Circuito_9,Buenos_Aires_Circuito_9,997,buenos_aires_9.sgx,2020,3335,Argentina,AR,Grade2,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Buenos_Aries,true,Buenos_Aires.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Buenos_Aires,,01,31,"Race,Street",,,,,,,,,true,Buenos_Aires,Buenos_Aires_Circuito_9,,True,,100,200,1,5,-58.45968128814127,-34.69529620871068,10,-3,11,0,2020,2,20,south_america,-257.433; -10.095; -423.674; 1.0,-257.433; -10.095; -423.674; 1.0,,,default_post_race.script,TrackProperties,,"10,20,20,10,10,4,2,1,1,0.5,0.5,0.0,0.0,0.5,0.0",60.0,False,204.6755; 0.000; 179.7557; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,10,20,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"Grade2,Stock24",0.03,0.04,0.20,0.24,0.12,false,true,1.0,0.50,,,False,0.950,0.0625,,,,,0.89,0.995,0,,,,,,,Buenos Aires,Circuito 9,Buenos Aires,standard
Curitiba_outer-18,95,Curitiba_outer,Curitiba_outer,Curitiba_outer,18,curitiba_outer.sgx,2020,2600,Brazil,BR,Grade3,Circuit,,,"Weather_Clear,Weather_LightCloud,Weather_MedCloud,Weather_HeavyCloud,Weather_Overcast,Weather_LightRain,Weather_Rainy,Weather_Stormy,Weather_SuperStorm,Weather_Foggy,weather_fog_with_rain,weather_heavy_fog,weather_heavy_fog_with_rain,Weather_Hazy,Weather_Random",All,Curitiba,true,Curitiba.wdf,day,False,,,!RallyCross,Circuit,0,Tarmac,Curitiba,,01,29,"Race,Street",,,,,,,,,true,Curitiba,Curitiba_outer,,True,,100,200,1,2,-49.195484,-25.450420,881.000,-3,6,0,2020,3,17,south_america,140.435; 1.79; -316.772; 1.0,140.435; 1.79; -316.772; 1.0,,,default_post_race.script,TrackProperties,,"10,16,16,16,12,8,3,2,1,1,0.5,0.5,0.5,0.5,0.0",60.0,False,60.463; 2.192; -227.750; 1.0,,,1.0,0.0; 0.0; 0.0,0.0; 0.0; 0.0,1.2,5,7,9,0.000,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,true,-1,1.0,1.0,1.0,"Grade3,Stock19",0.03,0.04,0.20,0.24,0.12,false,true,0.9,0.50,LightBrown,,true,,,3,0.9,,,1.00,0.995,1,,,,,,,Curitiba,outer,Curitiba,standard
